4	Love a Sunday Brunch ~ Have a wonderful &amp; a Blessed Sunday!! xo
1	1 dead as extremists clash with protesters in Greece http://url_removed
3	When a Paper Planner Can Be Your Best Productivity Tool http://url_removed
1	Just had a patient tell her other personality that she was scared of me because I'm "dopey."
3	@anonymous so good. I may reread soon.
2	My man @anonymous is ready to GO OFF if Broncos D holds here
3	I have to admit that seeing #tunnelcow trending fills me with happiness.
3	@anonymous I LOVE "My Favorite Accident" &amp; "The Future Freaks Me Out." And all of it :) Too bad people are napping &amp; I have to be quiet.
2	Serious lack of tweets from blokes at the moment, whilst Emily is doing the trial in her bikini #IACGMOOH
1	@anonymous You totally broke in here last night didn't you???!!
1	4yo came home from preschool with another goose egg on his poor little noggin.  Second one this week!
3	Yay, @anonymous . I'm so glad :)
4	Just saw the most AMAZING, HUGE, BEAUTIFUL rainbow!!! =]
1	I just cut my followers list from 60 to 30 because of all of the spambots following me. Now I just feel inadequate.
1	@anonymous Oh no! What happened?
2	Night y'all.
3	@anonymous  I think you'll find the fact that your wife @anonymous was in a film with Brian Blessed is more impressive
3	@anonymous so true sir!
0	My mom is out of the country for my grandmothers funeral and I'm alone. My dad tells me my grandad is in the hospital and they found cancer
3	@anonymous I'll send you a singing balloon o gram! Thanks Jason!
3	@anonymous We'll be fine. You don't scare me as much as  @anonymous ;-)
2	Slightly muggy but cool breeze. #Orkney #ukweather #justtogetitoutofthewayearlyon
1	@anonymous UGH! I will NEVER understand that.
0	Ive been thinking some really ugly things in my head.. i think its my hormones.. i hate being ugly. i dont know how to make it stop
3	@anonymous Banana on toast with raspberry jam!  do it!  ;-)
2	@anonymous we had to hide it. landlord inspecting flat today. landlord may not know about it...
2	Got 46/46 playing This Kiss (Lyrics). Try to match me: http://url_removed #sporcle
3	Another new holiday dress :p eeee 17 weeks and a day til we fly 0.o http://url_removed
3	Welcoming them back as a client after a successful PR campaign in the New Year, #ff @anonymous
1	@anonymous Wrong kinda news. Have to know stuff, go places, talk to people who aren't prepped with scripts. Hard to do.
3	Quotes from Cave Johnson are awesome.... "demand to see life's manager, yell I don't want your damn leamons!"
3	Today I'm grateful for good food, good wine and good friends. #gratitude #fb
4	YAY!! Another good phone interview!!
3	@anonymous @anonymous Ah yeah, good point.
2	guaranteed to get you a job RT @anonymous Maybe I should sit on the crapper for my phone interview. I have my best ideas there.
1	Historical inaccuracies upset me... And that's 1000 updates.
3	Going to give my mum a massive hug and make her a cup of tea when she gets home #fuckfathersday
3	Saw Benjamin Button today.  Good movie.  About to make Whiskey Sours w/ the wife &amp; Kelly.
1	stupid ER, how am i supposed to take calls when i'm doubled over in pain?
3	It was a four-dessert kind of night with @anonymous @anonymous Who is the luckiest and most ill girl? This girl. http://url_removed
1	@anonymous sad
3	Appreciating U @anonymous @anonymous @anonymous @anonymous @anonymous @anonymous @anonymous @anonymous http://url_removed
2	ha! RT @anonymous: If Barbie is so popular, why do you have to buy her friends?
3	@anonymous thanks :) WordPress 3 proved to b a pretty awesome platform!
2	Just learned Renoir's arthritis got so bad he strapped brushes to his wrists. Thanks NYT. http://url_removed
2	TweetDeck and/or the Twitter API seems to be struggling to get ALL of the tweets in my lists lately.
2	@anonymous @anonymous @anonymous @anonymous bring ur ass tonight and suck it up Mr. Cherry!! #pausesallover
1	STUPID rain. STUPID treadmill HELL.
2	@anonymous have u changed your boxers yet??? Lol
2	Lets try this sleep thing and see how it works out tonight...
2	Stuff is still reminding me of tour. Colbert does his Count impression. Remember @anonymous realizing The Count was "one of us".
3	@anonymous And yet it totally makes sense xD
2	Bloody Mary necessary to continue this day. (@anonymous Perdition) http://url_removed
3	@anonymous @anonymous Thanks for organizing the gathering, it was lots of fun!
2	8 stocks Benjamin Graham would like for 2010: $ADM $BEZ $CSH $OSG $RS $SKYW $SPAR $TDW  http://url_removed
3	@anonymous glad to be of service. Also - korma for dinner.
4	I borrowed season 1 of Venture Brothers from a friend and have been watching it all day. Its fraking hilarious. Love all the references.
3	@anonymous girl... Where do you get your energy?? :P
3	@anonymous Sounds like you're having a good time :)
1	But then again that's the beauty of twitter and social media in general, you can be stupid, ignorant and ill-read and comment on anything
3	No childcare this week &amp; a nice big book launch kicking off tomorrow, plus additional pitching for @anonymous (great coverage so far!)
3	@anonymous Ha, that's awesome! Great song! :D
3	Thanks to @anonymous for helping me with my account.
1	Paintball can be painful (not me)  http://url_removed
1	@anonymous sadly it's worse... one of them decided to SSH into a machine as root and fuck with Apache (which is managed by Plesk). :(
3	My new boots! Like butta. http://url_removed
3	The new Gift Plan app for the iPhone is something every guy should download http://url_removed
1	papercuts suck worse! RT @anonymous: I hate paperwork!
2	@anonymous asset.
4	I absolutely love this feeling! :D
2	@anonymous good point! What is the definition of "cooking"? A la, "I don't have time to cook." @anonymous @anonymous @anonymous
3	Good luck this morning @anonymous actually found green shamrocks in my Fruit Loops this morning
2	@anonymous LOL I guess that would be splitting the difference. (I use Gary as my barometer, and he couldn't pick ZQ outta a crowd)
2	@anonymous I can seem to make friends still but I think friends you make when you're younger seem to last more, maybe not???
3	@anonymous I'm sure I will have a blast at #CES, I've been wanting to go for years - this is my 1st time! #XboxFamily
3	Prepare yourself for the greatest thing you will ever see. http://url_removed
2	My new HuffPo piece: I Agree With the People Who Yelled "Yes," We Should Let Him Die at the Debate http://url_removed
2	Check my footwork.  http://url_removed
4	Loving that my girls are finally really playing and laughing with each other!
2	@anonymous No emergency lipstick stashed in the drawer?
2	@anonymous Have no idea what Being Human is. But then again I've only seen episode of Dr Who in past 5 years. No TV
3	@anonymous yes, reddit is like a firehose of interesting posts.
3	@anonymous It's always the highlight of the episode. Seeing him half naked always makes me want to go to the gym, but then it passses, LOL.
3	Hope you're having a wonderful day! @anonymous
3	HeY LooK: http://url_removed NeW CaM!!! ...(will try a better angle next week!) #StandUp #Comedy #HermosaBeach #Pedones #LAcomedy #ustream
2	@anonymous eh, not really. or maybe i'm just weird. xD
3	Just had some delicious Morrocan food. Buddha bless you, Jen.
3	I'm so excited to watch @anonymous on the live #R1BW stream later. She's going to be amazing.
3	@anonymous That seems like a fantastic thing to do while waiting for the world to end :D
2	RT @anonymous When UR $1s are controled by U, UR choices become limitless...UR power 2 do good becomes limitless...#tcot #teaparty
1	@anonymous Come spend a summer in Southern humidity, it'll change your perspective. I hate it!
3	Making a mess of the kitchen :) http://url_removed
3	Nope, not a lot going on these days. Yep, that's how I like it.
1	Fighting a cold - not sure I'm winning the battle. It's a good thing we're hitting the road tomorrow! Arghh...
3	All bow down to the awesome @anonymous magic night ! Well done #proudchicks
2	I finally installed Skype. Finally. Sheesh. What's the big deal. I still don't have a microphone, or a webcam. heh.
3	If you need to make easy money, I suggest working from home! http://url_removed
3	Totally buying a shirt, and I'm not even a Jays or Leafs fan. RT @anonymous http://url_removed The stuffs awesome. Get mine too! Haha
3	@anonymous Jeg ser ikke fjernsyn :)
3	The mountain is out in all its glory this morning. John gets to see Wingnut today and I only have 5 hours of work today. Feeling lucky.
2	These senseless tweets brought to you by insomnia, the cure for a good time.
2	Preliminary injunction ; Apple blocks Samsung Galaxy Tab 10.1 in the European Union except for the Netherlands - http://url_removed
2	RT @anonymous BNO News has learned that the S. Carolina serial killer has been I.D.'d as Patrick Burris. Photo: http://url_removed
3	@anonymous Happy Mother's Day! Liam is so thoughtful. Sleep is the gift every mother is asking for this year. :)
2	Any good films out currently in the cinema?
3	@anonymous Michael McDonald is awesome.
2	@anonymous difficult to state that categorically without some indication of use case, no? @anonymous
2	Today Dechmont law... 10 weeks today Ben freaking Nevis! Gulp!!
3	I love these mini geek times while the wife is getting ready. :-)
3	@anonymous @anonymous I'm threw haha the game don't change... just the players. And u got the juice now kid. *brooklyn voice*
